id,name,longitude,latitude,adname,中类,小类
B00140CIS6,广州市绿翠现代实验学校滨江校区,113.3053998032738,23.10420337434288,海珠区,学校,中学
B00141SZMO,广州市南武中学(岭南画派纪念校区),113.26775465029654,23.095081609316445,海珠区,学校,中学
B0FFK3JYFB,广州市第十三中学文德校区,113.26558550556923,23.12796386067349,越秀区,学校,中学
B0FFF4752P,广州市江南外国语学校(南校区),113.26354974610156,23.09135646146001,海珠区,学校,中学
B00140N13N,广州市第九十七中学晓园学校,113.27413201955588,23.08917694035096,海珠区,学校,中学
B0KU6MXBXJ,广州奥林匹克中学(智谷校区)(建设中),113.3913545,23.1412789,天河区,学校,中学
B00141JFY7,海龙博雅中英文学校,113.1761917,23.0669951,荔湾区,学校,中学
B0FFHD8NZ0,博雅中英文学校(海中校区),113.2021569,23.0499439,荔湾区,学校,中学
B0FFJMANNW,广州市荔湾区荔广实验学校,113.1825681,23.0690548,荔湾区,学校,中学
B0GU51X0NM,芳华学校-芳华初级中学,113.226353,23.060919,荔湾区,学校,中学
